"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"EXTRACTED/924/0";"Foxit PDF Editor Education Bundle";"福昕高级PDF编辑器教育版";"";""
"EXTRACTED/925/0";"Foxit eSign China External";"福昕电子签章对外签署服务";"";""
"EXTRACTED/926/0";"License Status";"授权状态";"";""
"EXTRACTED/927/0";"Unauthorized";"未授权";"";""
"EXTRACTED/928/0";"Authorized";"已授权";"";""
"EXTRACTED/929/0";"Document Used";"已使用的文档";"";""
"EXTRACTED/930/0";"Foxit eSign Enterprise";"福昕电子签章企业版";"";""
"EXTRACTED/931/0";"Foxit eSign Pro";"福昕电子签名专业版";"";""
"EXTRACTED/932/0";"Number of documents used";"已使用的文档数量";"";""
"EXTRACTED/933/0";"Total number of documents";"文档总数";"";""
"EXTRACTED/934/0";"Number of envelope used";"已使用的信封数量";"";""
"EXTRACTED/935/0";"User Email";"邮件地址";"";""
"EXTRACTED/936/0";"User Statistics";"用户统计";"";""
"EXTRACTED/937/0";"Envelope Name";"信封名称";"";""
"EXTRACTED/938/0";"Documents";"文档";"";""
"EXTRACTED/939/0";"Creation Time";"创建时间";"";""
"EXTRACTED/940/0";"Expiration Date";"过期日期";"";""
"EXTRACTED/941/0";"Perpetual";"永久";"";""
"EXTRACTED/942/0";"Unlimited";"无限";"";""
"EXTRACTED/943/0";"Operation";"操作";"";""
"EXTRACTED/944/0";"Authorization";"授权";"";""
"EXTRACTED/945/0";"Please check and reconfigure the SAML configuration content in Admin Console.";"请检查并重新配置管理控制台中的SAML内容。";"";""
"EXTRACTED/946/0";"An unidentified error has occurred. Please try again.";"发生了未识别的错误。请再试一次。";"";""
"EXTRACTED/947/0";"Failed to obtain AAD/Okta authorization, please check the SAML configuration.";"获取AAD/Okta授权失败，请检查SAML配置。";"";""
"EXTRACTED/948/0";"Restricted permissions on access data. Please log in to the connected service and check the permissions.";"限制访问数据的权限，请登录连接的服务并检查权限。";"";""
"EXTRACTED/949/0";"Please reconfigure Scope Setting and ensure that the groups and users of the connected service are not deleted during synchronization.";"请重新配置范围，并确保在同步过程中不删除已连接服务的组和用户。";"";""
"EXTRACTED/950/0";"Number of devices connected to cloud service";"连接到云服务的设备数量";"";""
"EXTRACTED/951/0";"The connected service is temporarily unavailable, please try again later.";"连接的服务暂时不可用，请稍后重试。";"";""
"EXTRACTED/952/0";"Go to Azure AD to check the synchronization result.";"转到Azure AD检查同步结果。";"";""
"EXTRACTED/953/0";"eSign quota used";"福昕电子签章已使用配额";"";""
"EXTRACTED/954/0";"Last Connection Time:";"最后一次连接时间：";"";""
"EXTRACTED/955/0";"Run";"运行";"";""
"EXTRACTED/956/0";"Activate";"激活";"";""
"EXTRACTED/957/0";"Quota:";"配额：";"";""
"EXTRACTED/958/0";"Organization Name:";"组织名称：";"";""
"EXTRACTED/959/0";"Allow users to use Foxit PDF Editor when offline for: {days} days";"允许用户离线后使用福昕高级PDF编辑器：{days}天";"";""
"EXTRACTED/960/0";"Not allow users to use Foxit PDF Editor when offline";"不允许用户离线后使用福昕高级PDF编辑器";"";""
"EXTRACTED/961/0";"Foxit PDF Editor licenses don't automatically authorize";"福昕高级PDF编辑器授权不会自动授权";"";""
"EXTRACTED/962/0";"Foxit PDF Editor licenses will be revoked from users who haven't used them for more than: {days} days";"一定时间不使用福昕高级PDF编辑器的用户授权将被吊销：{days} 天";"";""
"EXTRACTED/963/0";"PDF Editor Suite for Teams";"PDF Editor Suite for Teams";"";""
"EXTRACTED/964/0";"PDF Editor Suite Pro for Teams";"PDF Editor Suite Pro for Teams";"";""
"EXTRACTED/965/0";"PDF Editor Suite Windows for Teams";"PDF Editor Suite Windows for Teams";"";""
"EXTRACTED/966/0";"PDF Editor Suite Mac for Teams";"PDF Editor Suite Mac for Teams";"";""
"EXTRACTED/967/0";"Foxit PDF Editor Pro Windows for Teams";"Foxit PDF Editor Pro Windows for Teams";"";""
"EXTRACTED/968/0";"Foxit PDF Editor Windows for Teams";"福昕高级PDF编辑器";"";""
"EXTRACTED/969/0";"Foxit PDF Editor Mac for Teams";"Foxit PDF Editor Mac for Teams";"";""
"EXTRACTED/970/0";"Foxit PDF Editor eSign China Bundle";"福昕高级PDF编辑器签章版";"";""
"EXTRACTED/971/0";"Pooling allowed";"已允许的池";"";""
"EXTRACTED/972/0";"Pooling disallowed";"未允许的池";"";""
"EXTRACTED/973/0";"(Pooling allowed)";"（已允许的池）";"";""
"EXTRACTED/974/0";"(Pooling disallowed)";"（未允许的池）";"";""
"EXTRACTED/975/0";"Envelopes pooling allowed";"已允许的信封池";"";""
"EXTRACTED/976/0";"Envelopes pooling disallowed";"未允许的信封池";"";""
"EXTRACTED/977/0";"Shared envelope pooling";"共享信封池";"";""
"EXTRACTED/978/0";"Unshared envelope pooling";"不共享信封池";"";""
"EXTRACTED/979/0";"PDF Editor";"PDF编辑器";"";""
"EXTRACTED/980/0";"eSign";"电子签章";"";""
"EXTRACTED/981/0";"Number of envelopes used";"已使用的信封数量";"";""
"EXTRACTED/982/0";"Number of user accounts used";"已使用的用户账户数量";"";""
"EXTRACTED/983/0";"Number of total envelopes";"信封总数";"";""
"EXTRACTED/984/0";"Group";"组";"";""
"EXTRACTED/985/0";"Organization Name";"组织名称";"";""
"EXTRACTED/986/0";"Envelopes Used";"已用信封";"";""
"EXTRACTED/987/0";"Number of used eSign quota";"已使用的电子签章配额数";"";""
"EXTRACTED/988/0";"Department";"部门";"";""
"EXTRACTED/989/0";"Operation failed. The user may be a super administrator or has been blocked.";"操作失败。该用户可能是超级管理员或者已被阻止。";"";""
"EXTRACTED/990/0";"Smart Redact Standard";"智能密文标准版";"";""
"EXTRACTED/991/0";"Smart Redact Pro";"智能密文专业版";"";""
"EXTRACTED/992/0";"Smart Redact Enterprise";"智能密文企业版";"";""
"EXTRACTED/993/0";"PDF Editor Suite Pro for Education";"PDF Editor Suite Pro for Education";"";""
"EXTRACTED/994/0";"Number of activated licenses on Windows";"已激活的Windows版授权数目";"";""
"EXTRACTED/995/0";"Number of activated licenses on Mac";"已激活的Mac版授权数目";"";""
"EXTRACTED/996/0";"Number of activated licenses on Cloud";"已激活的网页版授权数目";"";""
"EXTRACTED/997/0";"Number of activated licenses on Mobile";"已激活的移动版授权数目";"";""
"EXTRACTED/998/0";"Total licenses for the organization";"组织的授权总数";"";""
"EXTRACTED/999/0";"Available licenses for the organization";"组织的可用授权";"";""
"EXTRACTED/1000/0";"Operation failed. The user has been blocked.";"操作失败。该用户已被屏蔽。";"";""
"EXTRACTED/1001/0";"Provisioning of different versions of eSign products is supported. Please ensure the provisioning group name is correct in third-party applications such as Azure AD.";"支持配置不同版本的电子签章产品。请确保第三方应用程序（例如 Azure AD）中的预配组名称正确。";"";""
"EXTRACTED/1002/0";"Exceeds the quota that can be actually allocated for the order ({ORDER}).";"超出了实际可分配给订单的配额 ({ORDER})。";"";""
"EXTRACTED/1003/0";"Order Expiration Date:";"订单到期日期：";"";""
"EXTRACTED/1004/0";"Envelope Quota:";"信封配额：";"";""
"EXTRACTED/1005/0";"The value of quota must exceed License Users.";"配额的值必须超过授权的用户数。";"";""
"EXTRACTED/1006/0";"The value of quota must exceed Envelope Used.";"配额的值必须超过使用的信封数。";"";""
"EXTRACTED/1007/0";"The number exceeds the total number of envelopes, please redistribute.";"数字超过了总信封数，请重新分配。";"";""
"EXTRACTED/1008/0";"The number exceeds the total number of licenses, please redistribute.";"数字超过了授权的总数，请重新分配。";"";""
"EXTRACTED/1009/0";"Go to {saml} to check the synchronization result.";"请前往 {saml} 查看同步结果。";"";""
"EXTRACTED/1010/0";"The user cannot be the setup administrator and product administrator of a suborganization at the same time.";"用户不能同时成为子组织的设置管理员和产品管理员。";"";""
"EXTRACTED/1011/0";"Sync failed. Please check the sync settings.";"同步失败。请检查同步设置。";"";""
"EXTRACTED/1012/0";"Product administrator not assigned yet.";"产品管理员尚未分配。";"";""
"EXTRACTED/1013/0";"Operation failed. Please visit Foxit eSign to enable department settings.";"操作失败。请访问 福昕电子签章 以启用部门设置。";"";""
"EXTRACTED/1014/0";"Super admin/System admin/Setup admin cannot be associated with the eSign product.";"超级管理员/系统管理员/设置管理员不能与电子签章产品关联。";"";""
"EXTRACTED/1015/0";"License Quota:";"授权配额：";"";""
"EXTRACTED/1016/0";"Upgrade your licenses to Suite Products for FREE!";"升级您的授权到套件产品，完全免费！";"";""
"EXTRACTED/1017/0";"Automatically authorize";"自动授权";"";""
"EXTRACTED/1018/0";"Manual authorization";"手动授权";"";""
"EXTRACTED/1019/0";"Operation failed. The organization has been removed by another administrator.";"操作失败。该组织已被另一个管理员移除。";"";""
"EXTRACTED/1020/0";"Foxit PDF Editor+";"Foxit PDF Editor+";"";""
"EXTRACTED/1021/0";"Foxit eSign Business";"Foxit eSign Business";"";""
"EXTRACTED/1022/0";"Foxit AI Assistant";"福昕AI助手";"";""
"EXTRACTED/1023/0";"Credits Used";"使用的配额";"";""
"EXTRACTED/1024/0";"Contact foxit website or sale to experience AI Assistant now and unlock limitless possibilities!";"联系福昕网站或销售部门立即体验 AI 助手，释放无限可能性！";"";""
"EXTRACTED/1025/0";"Licensing failed. To assign the license to the current user, the license must first be removed from user ""{USER}"".";"授权失败。要将授权分配给当前用户，必须先从用户""{USER}""中移除授权。";"";""
"EXTRACTED/1026/0";"Purchase AI assistant to unlock limitless possibilities!";"购买AI助手，解锁无限的可能性！";"";""
"EXTRACTED/1027/0";"Number of activated licenses on Linux";"已激活的Linux版授权数目";"";""
"EXTRACTED/1028/0";"Foxit Translate Assistant";"福昕翻译助手";"";""
"EXTRACTED/1029/0";"Text translation quota used (character-based)";"已使用的翻译字符数";"";""
"EXTRACTED/1030/0";"Document translation quota used (page-based)";"已使用的翻译页数";"";""
"EXTRACTED/1031/0";"Number of activated Linux devices";"已激活的Linux设备数量";"";""
"EXTRACTED/1032/0";"Windows";"Windows";"";""
"EXTRACTED/1033/0";"Mac";"Mac";"";""
"EXTRACTED/1034/0";"Linux";"Linux";"";""
"EXTRACTED/1035/0";"Contact us to try Foxit AI Assistant to unlock limitless possibilities!";"联系我们，尝试使用福昕AI助手，释放无限可能性！";"";""
"EXTRACTED/1036/0";"Approved shared domain {domain}";"批准共享域 {domain}";"";""
"EXTRACTED/1037/0";"Rejected shared domain {domain}";"拒绝共享域 {domain}";"";""
"EXTRACTED/1038/0";"{domain}: Approved";"{domain}: 已批准";"";""
"EXTRACTED/1039/0";"{domain}: Rejected";"{domain}: 已拒绝";"";""
"EXTRACTED/1040/0";"Email: {email}";"邮件: {email}";"";""
"EXTRACTED/1041/0";"Enterprise Name: {name}";"企业名称: {name}";"";""
"EXTRACTED/1042/0";"Technical contact: {contact}";"技术联系人: {contact}";"";""
"EXTRACTED/1043/0";"Data Center: {region}";"数据中心: {region}";"";""
"EXTRACTED/1044/0";"Foxit eSign Essentials";"Foxit eSign Essentials";"";""
"EXTRACTED/1045/0";"Foxit PDF Editor Premium";"Foxit PDF Editor Premium";"";""
"EXTRACTED/1046/0";"Sync users in directory";"同步目录中的用户";"";""
"EXTRACTED/1047/0";"Interface access failed, please try again later.";"接口访问失败，请稍后重试。";"";""
