"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"01E2667A/88/0";"View Permissions";"查看权限";;
"01E2667A/89/0";"Cannot find required component or the version is incorrect. Please reinstall this application to fix this issue.";"无法找到必需的组件或者版本错误。请重新安装该程序以解决这个问题。";;
"01E2667A/90/0";"Base On Device";"基于设备";;
"01E2667A/91/0";"Base On Password";"基于密码";;
"01E2667A/92/0";"This is a ConnectedPDF DRM protected offline copy. It can only be opened on the device it was created on. And the offline file expires on %s.";"这是一个受到互联PDF DRM保护的离线副本。它只能在其被创建的设备上打开。且离线文件将在%s后过期。";;
"01E2667A/93/0";"The owner of the document has changed your permissions, they will be updated.\r\nPlease re-select any editing tools you are using.";"该文档的所有者已经修改了您的权限，它们将被更新。\r\n请重新选择您使用的任意编辑工具。";;
"01E2667A/94/0";"Your offline copy has expired.";"您的离线副本已经过期。";;
"01E2667A/95/0";"You must be online to view this file. Please connect to the network or download an offline copy (if allowed). The file will be closed.";"您必须在线才能查看该文件。请连接到网络或者下载一个离线副本（如果允许的话）。该文件将被关闭。";;
"01E2667A/96/0";"The file owner has revoked your permission to view this file. It has been closed.\r\nYour permission to view the document homepage has also been revoked.";"该文档的所有者已经撤销了您查看该文件的权限，它将被关闭。\r\n您查看该文档主页的权限也被撤销了。";;
"01E2667A/97/0";"Please log in.";"请登录。";;
"01E2667A/98/0";"This ConnectedPDF DRM-protected file may be corrupted.";"该受到互联PDF DRM保护的文件可能已经损坏。";;
"01E2667A/99/0";"You do not have permission to open this ConnectedPDF DRM-protected file. Please contact the owner %s to request permissions.";"您没有打开该受到互联PDF DRM保护的文件的权限。请联系所有者%s请求权限。";;
"01E2667A/100/0";"This file has expired.";"该文件已经过期。";;
"01E2667A/101/0";"Your permission to view this file has been revoked by its owner.";"您查看该文档的权限已经被文档所有者撤销了。";;
"01E2667A/102/0";"Cannot connect to server. Please check your network and try again.";"无法连接到服务器。请检查您的网络，然后重试。";;
"01E2667A/103/0";"Failed to upload the authentication info to the server.";"无法上传身份认证到服务器。";;
"01E2667A/104/0";"You do not have permission to open the ConnectedPDF DRM-protected file. Please contact the owner to request permissions.";"您没有打开该受到互联PDF DRM保护的文件的权限。请联系所有者请求权限。";;
"01E2667A/105/0";"You cannot view this DRM-protected file while not signed in.\r\nThe file will be closed. Sign in to open this file.";"未登录时，您无法查看该DRM保护的文件。\r\n该文件将被关闭。登录后打开文件。";;
"01E2667A/106/0";"You do not have permission to use this ConnectedPDF DRM-protected document.\r\nIt will be closed.";"您没有使用该受到互联PDF DRM保护的文件的权限。\r\n它将关闭。";;
"01E2667A/107/0";"This ConnectedPDF document is protected by Foxit DRM.";"互联PDF文档已经受到福昕DRM保护。";;
"01E2667A/251/0";"This document is protected by the Foxit CPDF platform. Do you authorize us to register or log in to the CPDF platform through your Foxit account and open the document ? ";"该文档受福昕CPDF平台保护。您是否授权我们通过您的福昕账户注册或登录CPDF平台并打开文件? ";;
"01E2667A/108/0";"This file is an offline copy of a document protected by Foxit ConnectedPDF DRM.";"该文件是一个受到福昕互联PDF DRM保护的文档的离线副本。";;
"01E2667A/109/0";"Allowed";"允许";;
"01E2667A/110/0";"Generating the content key...";"正在生成内容密钥...";;
"01E2667A/111/0";"Encrypting content...";"正在加密内容...";;
"01E2667A/112/0";"Uploading the content key to the server...";"正在上传内容密钥到服务器上..";;
"01E2667A/113/0";"ConnectedPDF";"互联PDF";;
"01E2667A/114/0";"Offline Copy";"离线副本";;
"01E2667A/115/0";"Protect Document";"保护文档";;
"01E2667A/116/0";"Remove Protection";"移除保护";;
"01E2667A/117/0";"Save Offline Copy";"保存离线副本";;
"01E2667A/118/0";"View Permissions";"查看权限";;
"01E2667A/119/0";"Failed to send the request.";"请求发送失败。";;
"01E2667A/120/0";"Successfully sent a request to the document owner. Once the document owner approves your requests, you'll get a notification in system tray and you will be able to view the document. Please follow up with document owner if your request doesn't get approved.";"成功发送请求给文档所有者。一旦文档所有者准许了您的请求，您将在系统托盘中得到一条通知并且您将可以查看该文档。如果您的请求未获得准许，请联系文档所有者。";;
"01E2667A/121/0";"Please select additional advanced permissions.";"请选择其它的高级权限。";;
"01E2667A/122/0";"Request";"请求";;
"01E2667A/123/0";"You already have full permissions for this document.";"您已经拥有了该文档的全部权限。";;
"01E2667A/124/0";"Read";"阅读";;
"01E2667A/125/0";"Copy";"复制";;
"01E2667A/126/0";"Print";"打印";;
"01E2667A/127/0";"Edit";"编辑";;
"01E2667A/128/0";"%s%[1] has granted you the %s%[2] permission(s) for the file ""%s%[3]"".";"%s%[1]已经为您授权了对文件""%s%[3]""的%s%[2]权限。";;
"01E2667A/129/0";"%s%[1] has granted you the %s%[2] permission(s) for the file ""%s%[3]"". Your permissions will be updated.";"%s%[1]已经为您授权了对文件""%s%[3]""的%s%[2]权限。权限将被更新。";;
"01E2667A/130/0";"(Wrapper)";"(包装)";;
"01E2667A/131/0";"The application is logging in...";"应用程序正在登录..";;
"01E2667A/132/0";"Verifying authentication...";"正在进行身份认证...";;
"01E2667A/133/0";"Document Permission";"文档权限";;
"01E2667A/134/0";"ConnectedPDF Protection";"互联PDF保护";;
"01E2667A/135/0";"Limit access to the current file";"限制对当前文件的访问";;
"01E2667A/136/0";"Configure Permissions";"配置权限";;
"01E2667A/137/0";"Set up user permissions for this document";"为该文档设置用户权限";;
"01E2667A/138/0";"View permissions of the current file";"查看当前文件的权限";;
"01E2667A/139/0";"Send a permission request to document owner";"发送权限请求给文档所有者";;
"01E2667A/140/0";"Save an offline copy of this document";"保存文档的一个离线副本";;
"01E2667A/141/0";"Failed to retrive multiple device identifications.";"无法获取多个设备标识。";;
"01E2667A/186/0";"Failed to initiate local service. Please restart your application and try again.";"无法初始化本地服务。请重启您的应用程序后重试。";;
"01E2667A/143/0";"Send Email";"发送邮件";;
"01E2667A/144/0";"Permission Settings";"权限设置";;
"01E2667A/145/0";"View Permissions";"查看权限";;
"01E2667A/146/0";"Request Permissions";"请求权限";;
"01E2667A/147/0";"The document is already secured.\r\nAre you sure you want to change the security on this document?";"该文档已经被加密。\r\n您是否想要更改该文档的加密方式？";;
"01E2667A/148/0";"Tracking";"追踪";;
"01E2667A/149/0";"Enforce Tracking";"强制追踪";;
"01E2667A/150/0";"Enforce Tracking will clone your existing document into a new ConnectedPDF document. Access to this new document will be strictly tracked. Users who are not using connected applications, or have disabled the sharing of usage data, will not be able to open this file.";"强制追踪将会克隆您的已存在的文档为一个新的互联PDF文件。访问该新文件将会被强制追踪到。未使用互联PDF应用程序的或者禁止了所有数据共享的用户将无法打开该文件。";;
"01E2667A/151/0";"Turn On";"开启";;
"01E2667A/152/0";"Turn Off";"关闭";;
"01E2667A/153/0";"Tracking is already enforced on this file.";"在该文件将已经强制执行了追踪。";;
"01E2667A/154/0";"Enforced Tracking";"强制追踪";;
"01E2667A/155/0";"Do you want to turn off enforced tracking?";"您是否想要关闭强制追踪？";;
"01E2667A/252/0";"This document is protected by Foxit ConnectedPDF platform. We can automatically open a ConnectedPDF account for you with the same name of current account based on the following privacy and service terms, and bind your accounts up so that you can open similar documents in the future without twice log in. After binding, you can also log in to the ConnectedPDF server to check the status of your binding, unbind your accounts or cancel your ConnectedPDF account. Do you agree to open a ConnectedPDF account and bind with your current account?";"本文档受福昕互联PDF平台保护。我们可以根据以下隐私和服务条款，自动为您开立与既往账户同名的ConnectedPDF账户，并将您的账户绑定，以便您以后打开类似文件时无需再次登录。绑定完成后，您还可以登录ConnectedPDF服务器查看绑定状态、解除绑定或取消ConnectedPDF账户。您是否同意开立ConnectedPDF账户并与您的当前账户绑定?";;
"01E2667A/253/0";"This document is protected by Foxit ConnectedPDF platform. We found that you have registered an account with ''[%s]'' on ConnectedPDF platform ''[%ss]''. We can bind your accounts to make it easier for you to open similar documents in the future. After binding, you can also log in to the ConnectedPDF server to check the status of your binding or unbind your accounts. Do you agree to bind your accounts?";"本文档受福昕互联PDF平台保护。我们发现您已经在ConnectedPDF平台“[%s]”上注册了一个账户“[%ss]”。我们可以绑定您的账户，以便您以后打开类似文档时更加方便。绑定完成后，您还可以登录ConnectedPDF服务器查看绑定状态或解除绑定。您同意绑定您的账户吗?";;
"01E2667A/156/0";"The server cannot turn off enforced tracking.\r\nPlease contact Foxit support.";"服务器无法关闭强制追踪策略。\r\n请联系福昕客服。";;
"01E2667A/157/0";"The document owner has removed the protection on this document.";"所有者已经移除了该文档的保护策略。";;
"01E2667A/158/0";"Turn on enforced tracking. Users who don't use connected apps with tracking enabled will not be able to access this document";"开启强制追踪，未使用启用了追踪功能的互联应用程序的用户将无法访问该文档";;
"01E2667A/159/0";"Turn off enforced tracking. Reporting usage data will not be required";"关闭强制追踪。将不需要报告使用数据";;
"01E2667A/160/0";"You must sign in and report usage data to view this document. Sign in now?";"您必须登录并报告使用数据以便查看文档。现在登录吗？";;
"01E2667A/161/0";"You cannot open this enforced tracking file while not signed in.\r\nThe file will be closed.";"当未登录时，您无法打开该强制追踪的文件。\r\n该文件将关闭。";;
"01E2667A/162/0";"The document owner has required reporting tracking data when viewing this document. You are required to be online while viewing this document. Please ensure that you have an active internet connection, then click Retry to continue.";"当查看文档时，文档所有者需要报告追踪数据。当查看该文件时您需要保持在线。请确保您的网络连接处于活动状态，然后点击“重试”继续。";;
"01E2667A/163/0";"This file already enforces tracking.";"该文件已经进行了强制跟踪。";;
"01E2667A/164/0";"Successfully sent a request through email.";"通过邮件发送请求成功。";;
"01E2667A/165/0";"Failed to send a request through email.";"无法通过邮件发送请求。";;
"01E2667A/166/0";"Remove protection on this document";"移除该文档的保护策略";;
"01E2667A/167/0";"The server cannot un-protect the document.\r\nPlease contact Foxit support.";"服务器无法取消该文档的保护。\r\n请联系管理员。";;
"01E2667A/168/0";"You are no longer the owner of this document.";"您不再是该文档的所有者。";;
"01E2667A/169/0";"Failed to upload the document info to the server.";"无法上传文档信息到服务器上。";;
"01E2667A/170/0";"Initializing the ConnectedPDF server...";"正在初始化互联PDF服务器...";;
"01E2667A/187/0";"The owner of the document has granted you permissions on this file.\r\nYou can check your new permissions using Connect > Protect Document.";"文档所有者已授予了您访问该文件的权限。\r\n您可以通过 互联>保护文档 来检查新权限。";;
"01E2667A/188/0";"This document is protected by Foxit ConnectedPDF platform and requires you to log in to the server specified by the author of the document for reading. Would you like to log in now or register a new account?";"本文档受福昕ConnectedPDF平台保护，需要您登录到作者指定的服务器才能阅读。您想现在登录还是注册一个新账户？";;
"01E2667A/254/0";"ConnectedPDF Server Login/Register Failed";"ConnectedPDF服务器登录/注册失败";;
"01E2667A/189/0";"Test Update";"测试更新";;
"01E2667A/190/0";"_UnprotectedCopy";"_未保护副本";;
"01E2667A/191/0";"_EnforcedTracking";"_强制追踪";;
"01E2667A/192/0";"_protected";"_受保护";;
"01E2667A/193/0";"_offline";"_离线";;
"01E2667A/194/0";"Data tracking is required when opening Connected protected or Enforce Tracking document.\r\n%s has been forbidden the data tracking, thus you cannot open this document.";"打开互联保护或者强制跟踪的文档时，数据跟踪是必要的。\r\n%s已经禁止了数据跟踪，因此您不能打开该文档。";;
"01E2667A/195/0";"This document has enforced tracking, so only the owner of this document can clone it.";"该文档为强制跟踪文档，只有文档所有者可以进行克隆。";;
"01E2667A/196/0";"ConnectedPDF Protection";"互联PDF保护";;
"01E2667A/202/0";"Failed to get decryption info.";"获取解密信息失败";;
"01E2667A/205/0";"Failed to load the ConnectedPDF Security Plugin.\r\nPlease click Help -> Foxit Plug-ins to check the status of ConnectedPDF Security Plugin.";"无法加载互联PDF安全插件。\r\n请点击“帮助->福昕插件”检查互联PDF安全插件的状态。";;
"01E2667A/220/0";"Download custom setting to local.";"下载自定义设置到本地。";;
"01E2667A/222/0";"CPDF Document(*.cpdf)|*.cpdf|";"CPDF文档(*.cpdf)|*.cpdf|";;
"01E2667A/223/0";"Failed to send the request: Please sign in first!";"请求发送失败：请先登录！";;
"01E2667A/225/0";"Permission request has been submitted, please wait patiently for approval.";"权限请求已提交，请耐心等待批准。";;
